Код,Наименование товаров,Заказ,Розничная,Корпоративная,от  5000 рублей,от 15000 рублей
00002322,"Адаптер/блок питания ROBITON DN500 (500мА). Нестабилизированный, входное напряжение: 220 В~50 Гц., выходное напряжение: 3/4,5/6/7,5/9/12 Вт, 8 насадок (шт.)",,550.00 руб.,529.24 руб.,456.24 руб.,437.99 руб.
00001108,"Адаптер/блок питания ROBITON EN3000S (3000мА) Импульсный, входное напряжение: 100-240 В~50/60 Гц., выходное напряжение: 5/6/7,5/9/12/13,5/15 В, 8 насадок (шт.)",,"1,365.00 руб.","1,313.69 руб.","1,172.94 руб.","1,126.02 руб."
00001028,"Адаптер/блок питания ROBITON EN3000S/5-24 (3000мА) Импульсный, входное напряжение: 100-240 Вт  , выходное напряжение: 5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24 Вт, полярность штекеров можно изменять, защита от перегрузок и короткого замыкани ",,"1,700.00 руб.","2,454.05 руб.","1,460.74 руб.","1,402.31 руб."
00001383,"Адаптер/блок питания ROBITON FN800 (800мА). Нестабилизированный, входное напряжение: 220 В~50 Гц., выходное напряжение: 3/4,5/6/7,5/9/12,0 Вт, 7 насадок. Светодиодный индикатор. (шт.)",,725.00 руб.,699.15 руб.,578.61 руб.,554.50 руб.
00000552,"Адаптер/блок питания ROBITON SN300 (300мА) стабилизированный, входное напряжение: 220 Вт  , выходное напряжение: 3/4,5/6/7,5 /9/12 Вт, светодиодный индикатор, 8 насадок (шт.)",,600.00 руб.,578.07 руб.,513.84 руб.,492.43 руб.
,Блоки питания,,,,,
00001482,"Адаптер сетевой RITMIX RM-611, авторозетка: вход 220 В - выход 12 В , черный. Входное напряжение AC 220 В. Выходное напряжение DC 12 В. Выходной ток 1000 мА. Устройство преобразует электричество 220 Вольт (стандартная сеть) в 12 Вольт. (шт.)",,540.00 руб.,506.22 руб.,438.73 руб.,421.85 руб.
,Вентиляторы,,,,,
,"Адаптеры, разветвители, регуляторы оборотов для вентиляторов",,,,,
00004116,"Разветвитель питания вентиляторов 4pin -> 4pin + 2 х 3pin, 12V длина 25см (шт.)",,290.00 руб.,260.34 руб.,195.26 руб.,188.02 руб.
00000148,"Разветвитель питания вентиляторов 4pin -> 4pin + 3pin, 12V длина 25см (шт.)",,270.00 руб.,238.95 руб.,179.22 руб.,172.58 руб.
00005405,Разветвитель питания вентиляторов MOLEX -> 4шт. 3pin 12V длина 25см (шт.),,250.00 руб.,208.82 руб.,156.62 руб.,150.82 руб.
00000978,Разветвитель питания вентиляторов SATA -> 8шт. 3pin 12V с переключателем (шт.),,300.00 руб.,283.40 руб.,212.55 руб.,204.68 руб.
00005142,Удлинитель питания вентилятора 3pin 10V 26см (шт.),,50.00 руб.,44.14 руб.,36.78 руб.,35.56 руб.
00003709,"Удлинитель питания вентиляторов 4pin -> 4pin, 12V длина 25см (шт.)",,205.00 руб.,180.78 руб.,135.59 руб.,130.56 руб.
,Вентиляторы 12 Вольт,,,,,
,Вентиляторы 12 вольт  25 x 25,,,,,
00000192,"Вентилятор 12 вольт  25 x 25 x 10 подшипник скольжения, 2pin, 30см, 5bites F2510S-2 (шт.)",,230.00 руб.,213.85 руб.,184.35 руб.,176.98 руб.
,Вентиляторы 12 вольт  30 x 30,,,,,
00001569,"Вентилятор 12 вольт  30 x 30 x 10 подшипник скольжения, 2pin, 30см, 5bites F3010S-2  8000RPM / 22.9DBA / 2P (шт.)",,335.00 руб.,299.04 руб.,207.67 руб.,199.36 руб.
00002742,"Вентилятор 12 вольт  30 x 30 x 10 подшипник скольжения, 3pin, 30см, 9000 об*мин Exegate EX03010S3P Mirage 30x10S (шт.)",,300.00 руб.,270.00 руб.,187.50 руб.,180.00 руб.
,Вентиляторы 12 вольт  40 х 40,,,,,
00001259,"Вентилятор 12 вольт  40 х 40 х 10 осевой, 2pin, RQD 4010MS 12V (72-5040) (шт.)",,200.00 руб.,185.04 руб.,128.50 руб.,123.36 руб.
00007077,"Вентилятор 12 вольт  40 х 40 х 10 подшипник качения, 3pin, 7см  5bites FB4010B-12L3  6000RPM (шт.)",,250.00 руб.,216.00 руб.,156.00 руб.,150.00 руб.
00004686,"Вентилятор 12 вольт  40 х 40 х 10 подшипник качения, 3pin, 7см Gembird (шт.)",,245.00 руб.,228.38 руб.,196.88 руб.,189.00 руб.
00007074,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 2pin, 25см, 5bites FB4010S-12L2 5000RPM (шт.)",,180.00 руб.,149.40 руб.,103.75 руб.,99.60 руб.
00006982,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 2pin, 30см 5500 об*мин Exegate EX04010S2P Mirage 40x10S (шт.)",,180.00 руб.,160.20 руб.,111.25 руб.,106.80 руб.
00007076,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 3pin, 25см, 5bites FB4010S-12H3 6000RPM (шт.)",,180.00 руб.,154.80 руб.,107.50 руб.,103.20 руб.
00007075,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 3pin, 25см, 5bites FB4010S-12L3 5000RPM (шт.)",,180.00 руб.,149.40 руб.,103.75 руб.,99.60 руб.
00002118,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 3pin, 30см 5500 об*мин Exegate EX04010S3P Mirage 40x10S (шт.)",,160.00 руб.,144.00 руб.,100.00 руб.,96.00 руб.
00004211,"Вентилятор 12 вольт  40 х 40 х 10 подшипник скольжения, 3pin, 25см 6000 об*мин Gembird D40SM-12A-25 (шт.)",,170.00 руб.,153.00 руб.,106.25 руб.,102.00 руб.
00004525,Вентилятор 12 вольт  40 х 40 х 20 осевой RQD 4020MS 12V 72-5041 (шт.),,300.00 руб.,261.00 руб.,181.25 руб.,174.00 руб.
00006983,"Вентилятор 12 вольт  40 х 40 х 20 подшипник скольжения, 3pin, 30см 5500 об*мин Exegate EX04020S3P Mirage 40x20S (шт.)",,300.00 руб.,261.00 руб.,181.25 руб.,174.00 руб.
,Вентиляторы 12 вольт  50 x 50,,,,,
00001532,Вентилятор 12 вольт  50 x 50 x 10 подшипник гидродинамический 3pin 40см 4500 об*мин Exegate EX05010H3P Mirage 50x10H (шт.),,200.00 руб.,176.40 руб.,122.50 руб.,117.60 руб.
00007078,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 2pin, 25см, 5bites FB5010S-12L2 4200RPM (шт.)",,180.00 руб.,154.80 руб.,107.50 руб.,103.20 руб.
00006792,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 2pin, 30см 4500 об*мин Exegate EX05010S2P Mirage 50x10S (шт.)",,180.00 руб.,151.20 руб.,105.00 руб.,100.80 руб.
00003871,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 3pin, 15см 4500 об*мин 5Bites F5010S-3 (шт.)",,150.00 руб.,134.66 руб.,93.52 руб.,89.78 руб.
00007081,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 3pin, 15см 5bites FB5010S-12H3 5500RPM (шт.)",,180.00 руб.,149.40 руб.,103.75 руб.,99.60 руб.
00007079,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 3pin, 15см 5bites FB5010S-12L3 4200RPM (шт.)",,180.00 руб.,149.40 руб.,103.75 руб.,99.60 руб.
00000682,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 3pin, 30см 4500 об*мин Exegate EX05010S3P Mirage 50x10S (шт.)",,180.00 руб.,158.40 руб.,110.00 руб.,105.60 руб.
00004115,"Вентилятор 12 вольт  50 x 50 x 10 подшипник скольжения, 3pin, 25см 4500 об*мин Gembird D50SM-12AS (шт.)",,180.00 руб.,151.20 руб.,105.00 руб.,100.80 руб.
00005270,Вентилятор 12 вольт  50 x 50 x 15 RQD 5015MS 12VDC (72-5050) (шт.),,230.00 руб.,206.01 руб.,143.07 руб.,137.34 руб.
00003401,"Вентилятор 12 вольт  50 x 50 x 15 улитка, 2pin, длина провода 100см (шт.)",,240.00 руб.,211.58 руб.,164.56 руб.,158.68 руб.
00007080,"Вентилятор 12 вольт  50 х 50 х 10 подшипник качения, 2pin, 25см 5bites FB5010B-12L2  4200RPM (шт.)",,180.00 руб.,156.60 руб.,113.10 руб.,108.75 руб.
00001462,"Вентилятор 12 вольт  50 х 50 х 10 подшипник качения, 3pin, 25см Gembird D50BM-12AS (шт.)",,300.00 руб.,261.00 руб.,181.25 руб.,174.00 руб.
00007073,"Вентилятор 12 вольт  50 х 50 х 10 подшипник качения, 3pin, 25см 5bites F5010B-3 4500RPM / 24DBA (шт.)",,300.00 руб.,268.10 руб.,186.18 руб.,178.73 руб.
,Вентиляторы 12 вольт  60 x 60,,,,,
00002365,"Вентилятор 12 вольт  60 x 60 x 10 подшипник качения, 3pin, 3500 об*мин 5bites F6010B-3 (шт.)",,230.00 руб.,210.50 руб.,181.47 руб.,174.21 руб.
00007082,"Вентилятор 12 вольт  60 x 60 x 10 подшипник скольжения, 2pin, 5bites FB6010S-12L2  3200RPM (шт.)",,195.00 руб.,175.29 руб.,121.73 руб.,116.86 руб.
00000897,"Вентилятор 12 вольт  60 x 60 x 10 подшипник скольжения, 3pin, 30см 3500 об*мин Exegate EX06010S3P Mirage 60x10S (шт.)",,180.00 руб.,163.80 руб.,118.30 руб.,113.75 руб.
00006793,"Вентилятор 12 вольт  60 x 60 x 15 подшипник скольжения, 3pin, 30см 3500 об*мин Exegate EX06015S3P Mirage 60x15S (шт.)",,200.00 руб.,178.20 руб.,123.75 руб.,118.80 руб.
00004137,"Вентилятор 12 вольт  60 x 60 x 15 подшипник скольжения, 3pin, 25см 4000 об*мин Gembird D6015SM-3 0.12А (шт.)",,250.00 руб.,198.00 руб.,137.50 руб.,132.00 руб.
00005266,Вентилятор 12 вольт  60 x 60 x 20 RX 6020MS 12VDC 72-5061 (шт.),,350.00 руб.,297.63 руб.,206.69 руб.,198.42 руб.
00000240,Вентилятор 12 вольт  60 x 60 x 25 RX 6025MS 12VDC 72-5062 (шт.),,350.00 руб.,323.61 руб.,224.73 руб.,215.74 руб.
00003384,"Вентилятор 12 вольт  60 x 60 x 25 подшипник гидродинамический, 3pin, 25см 4500 об*мин Gembird D6025HM-3 (шт.)",,250.00 руб.,225.00 руб.,156.25 руб.,150.00 руб.
00004257,"Вентилятор 12 вольт  60 x 60 x 25 подшипник скольжения, 3pin, 25см 4000 об*мин Gembird D6025SM-3 (шт.)",,250.00 руб.,225.00 руб.,156.25 руб.,150.00 руб.
,Вентиляторы 12 вольт  70 х 70,,,,,
00004296,"Вентилятор 12 вольт  70 х 70 х 15 подшипник скольжения, 3pin, 25см 2600 об*мин Gembird D7015SM-3 (шт.)",,250.00 руб.,225.00 руб.,162.50 руб.,156.25 руб.
,Вентиляторы 12 вольт  80 x 80,,,,,
00008168,"Вентилятор 12 вольт  80 x 80 x 10 подшипник скольжения, 2pin, 30см, 3000 об*мин (шт.)",,250.00 руб.,222.05 руб.,166.54 руб.,160.37 руб.
00006412,"Вентилятор 12 вольт  80 x 80 x 15 подшипник качения, 3pin, 30см 2600 об*мин Gembird D8015BM-3 (шт.)",,400.00 руб.,351.00 руб.,243.75 руб.,234.00 руб.
00006410,"Вентилятор 12 вольт  80 x 80 x 15 подшипник скольж., 3pin, 30см, 2000 об*мин Exegate EX08015S3P Mirage 80x15S (шт.)",,150.00 руб.,136.80 руб.,98.80 руб.,95.00 руб.
00007086,"Вентилятор 12 вольт  80 x 80 x 15 подшипник скольжения, 3pin, 30см, 5bites FB8015S-12L3 2000RPM (шт.)",,250.00 руб.,207.00 руб.,143.75 руб.,138.00 руб.
00002134,"Вентилятор 12 вольт  80 x 80 x 15 подшипник скольжения, 3pin, 30см, 2500 об*мин Exegate EP08015S3P 26dBA (шт.)",,150.00 руб.,124.20 руб.,89.70 руб.,86.25 руб.
00006411,"Вентилятор 12 вольт  80 x 80 x 15 подшипник скольжения, 3pin, 30см, 2600 об*мин Gembird D8015SM-3 (шт.)",,250.00 руб.,207.00 руб.,143.75 руб.,138.00 руб.
00001264,Вентилятор 12 вольт  80 x 80 x 25 подшипник гидродинамический 4pin 40см 800-2500 об*мин Exegate E08025H4P-PWM 23dBA (шт.),,535.00 руб.,477.90 руб.,331.88 руб.,318.60 руб.
00001295,Вентилятор 12 вольт  80 x 80 x 25 подшипник гидродинам. 4pin 30см 3000 об*мин Gembird D8025HM-4 12V 0.18А (шт.),,350.00 руб.,279.00 руб.,201.50 руб.,193.75 руб.
00000465,"Вентилятор 12 вольт  80 x 80 x 25 подшипник гидродинамический, 3pin, 30см 2000 об*мин Exegate EP08025H3P Mirage 80x25H (шт.)",,250.00 руб.,216.00 руб.,150.00 руб.,144.00 руб.
00004687,"Вентилятор 12 вольт  80 x 80 x 25 подшипник гидродинамический, 3pin, 30см, 3000 об*мин Gembird D8025HM-3 (шт.)",,250.00 руб.,216.00 руб.,150.00 руб.,144.00 руб.
00004575,"Вентилятор 12 вольт  80 x 80 x 25 подшипник качения, 3pin, 30см, 5bites F8025B-3 (шт.)",,225.00 руб.,206.96 руб.,178.42 руб.,171.28 руб.
00006413,"Вентилятор 12 вольт  80 x 80 x 25 подшипник качения, 3pin, 30см, 2600 об*мин Gembird FANCASE/BALL 0.16А (шт.)",,350.00 руб.,306.00 руб.,212.50 руб.,204.00 руб.
00003628,"Вентилятор 12 вольт  80 x 80 x 25 подшипник скольж., 2pin, 30см, 2600 об*мин Gembird FANPS (шт.)",,200.00 руб.,165.60 руб.,119.60 руб.,115.00 руб.
00007085,"Вентилятор 12 вольт  80 x 80 x 25 подшипник скольжения, 3pin, 30см, 5bites FB8025S-12H3 3000RPM (шт.)",,250.00 руб.,198.00 руб.,143.00 руб.,137.50 руб.
